,광역시도,시도,구분,인구수,20 - 24세,25 - 29세,30 - 34세,35 - 39세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100+,20-39세,65세이상
381,,김포시,합계,363443.0,20941.0,18492.0,24864,35284.0,13548.0,10774.0,8019,4879.0,2230.0,831.0,170,54.0,99581.0,40505.0
382,,,남자,182597.0,11105.0,9389.0,11835,17592.0,6634.0,5030.0,3450,1830.0,640.0,200.0,46,17.0,49921.0,17847.0
383,,,여자,180846.0,9836.0,9103.0,13029,17692.0,6914.0,5744.0,4569,3049.0,1590.0,631.0,124,37.0,49660.0,22658.0
384,,화성시,합계,640890.0,34571.0,36324.0,52729,69905.0,17318.0,13439.0,10751,6905.0,3087.0,1031.0,260,84.0,193529.0,52875.0
385,,,남자,330923.0,18254.0,19080.0,26708,36259.0,8473.0,6248.0,4548,2505.0,799.0,248.0,47,28.0,100301.0,22896.0
386,,,여자,309967.0,16317.0,17244.0,26021,33646.0,8845.0,7191.0,6203,4400.0,2288.0,783.0,213,56.0,93228.0,29979.0
387,,광주시,합계,327723.0,19799.0,18732.0,25876,30356.0,12582.0,9297.0,6735,3913.0,1765.0,693.0,153,65.0,94763.0,35203.0
388,,,남자,168345.0,10514.0,9710.0,13456,16010.0,6322.0,4592.0,3002,1456.0,488.0,137.0,46,18.0,49690.0,16061.0
389,,,여자,159378.0,9285.0,9022.0,12420,14346.0,6260.0,4705.0,3733,2457.0,1277.0,556.0,107,47.0,45073.0,19142.0
390,,양주시,합계,205513.0,12746.0,10544.0,11651,15588.0,8432.0,7320.0,5565,3298.0,1408.0,518.0,126,41.0,50529.0,26708.0
391,,,남자,104235.0,6710.0,5698.0,6019,7710.0,4075.0,3467.0,2407,1284.0,408.0,131.0,24,11.0,26137.0,11807.0
392,,,여자,101278.0,6036.0,4846.0,5632,7878.0,4357.0,3853.0,3158,2014.0,1000.0,387.0,102,30.0,24392.0,14901.0
393,,포천시,합계,154763.0,10206.0,8618.0,8175,9355.0,6973.0,6233.0,5490,3379.0,1467.0,565.0,127,58.0,36354.0,24292.0
394,,,남자,81291.0,5699.0,4815.0,4513,4943.0,3505.0,2839.0,2276,1272.0,425.0,156.0,37,18.0,19970.0,10528.0
395,,,여자,73472.0,4507.0,3803.0,3662,4412.0,3468.0,3394.0,3214,2107.0,1042.0,409.0,90,40.0,16384.0,13764.0
396,,여주시,합계,111563.0,6768.0,5553.0,6113,7415.0,5474.0,5001.0,4480,2862.0,1334.0,475.0,111,41.0,25849.0,19778.0
397,,,남자,56445.0,3648.0,3066.0,3121,3794.0,2760.0,2330.0,1935,1076.0,378.0,92.0,19,15.0,13629.0,8605.0
398,,,여자,55118.0,3120.0,2487.0,2992,3621.0,2714.0,2671.0,2545,1786.0,956.0,383.0,92,26.0,12220.0,11173.0
399,,연천군,합계,45907.0,3064.0,2937.0,2467,2478.0,2650.0,2618.0,2420,1479.0,649.0,236.0,79,31.0,10946.0,10162.0
400,,,남자,24090.0,1984.0,1863.0,1403,1285.0,1259.0,1198.0,1014,589.0,196.0,59.0,23,10.0,6535.0,4348.0
401,,,여자,21817.0,1080.0,1074.0,1064,1193.0,1391.0,1420.0,1406,890.0,453.0,177.0,56,21.0,4411.0,5814.0
402,,가평군,합계,62448.0,3346.0,2980.0,2983,3486.0,3561.0,3581.0,3059,2047.0,888.0,315.0,81,37.0,12795.0,13569.0
403,,,남자,31981.0,1877.0,1710.0,1601,1836.0,1778.0,1665.0,1326,787.0,283.0,86.0,19,16.0,7024.0,5960.0
404,,,여자,30467.0,1469.0,1270.0,1382,1650.0,1783.0,1916.0,1733,1260.0,605.0,229.0,62,21.0,5771.0,7609.0
405,,양평군,합계,111367.0,5718.0,5059.0,5249,6573.0,6807.0,6276.0,4969,3313.0,1500.0,545.0,158,46.0,22599.0,23614.0
406,,,남자,56285.0,3148.0,2851.0,2756,3233.0,3383.0,3058.0,2239,1264.0,429.0,160.0,35,11.0,11988.0,10579.0
407,,,여자,55082.0,2570.0,2208.0,2493,3340.0,3424.0,3218.0,2730,2049.0,1071.0,385.0,123,35.0,10611.0,13035.0
409,,,남자,781146.0,58555.0,45614.0,44880,51230.0,33646.0,31887.0,25993,12725.0,4650.0,1721.0,384,211.0,200279.0,111217.0
410,,,여자,769660.0,45117.0,35583.0,39761,49536.0,37189.0,38733.0,36169,23591.0,12822.0,4806.0,1180,445.0,169997.0,154935.0
411,,춘천시,합계,280707.0,19559.0,16246.0,17122,19668.0,10490.0,11167.0,9872,5878.0,2883.0,1048.0,263,98.0,72595.0,41699.0
412,,,남자,138251.0,10201.0,8459.0,8775,9738.0,4813.0,4995.0,4097,2103.0,836.0,299.0,75,41.0,37173.0,17259.0
413,,,여자,142456.0,9358.0,7787.0,8347,9930.0,5677.0,6172.0,5775,3775.0,2047.0,749.0,188,57.0,35422.0,24440.0
414,,원주시,합계,337979.0,23504.0,19043.0,21263,25109.0,11207.0,10876.0,9926,6081.0,2850.0,994.0,226,86.0,88919.0,42246.0
415,,,남자,167854.0,12540.0,9947.0,10890,12378.0,5294.0,4815.0,4055,2113.0,762.0,283.0,40,22.0,45755.0,17384.0
416,,,여자,170125.0,10964.0,9096.0,10373,12731.0,5913.0,6061.0,5871,3968.0,2088.0,711.0,186,64.0,43164.0,24862.0
417,,강릉시,합계,213846.0,14536.0,10268.0,10765,13815.0,10657.0,10041.0,8314,4926.0,2459.0,975.0,230,77.0,49384.0,37679.0
418,,,남자,106231.0,8004.0,5685.0,5603,6994.0,5027.0,4571.0,3486,1775.0,635.0,204.0,49,20.0,26286.0,15767.0
419,,,여자,107615.0,6532.0,4583.0,5162,6821.0,5630.0,5470.0,4828,3151.0,1824.0,771.0,181,57.0,23098.0,21912.0
420,,동해시,합계,93297.0,5677.0,4033.0,4964,6590.0,4495.0,4111.0,3288,1931.0,904.0,302.0,66,27.0,21264.0,15124.0
421,,,남자,47166.0,3280.0,2226.0,2690,3315.0,2165.0,1859.0,1394,675.0,221.0,57.0,13,8.0,11511.0,6392.0
422,,,여자,46131.0,2397.0,1807.0,2274,3275.0,2330.0,2252.0,1894,1256.0,683.0,245.0,53,19.0,9753.0,8732.0
423,,태백시,합계,47070.0,2666.0,1845.0,2204,3261.0,2948.0,2529.0,2048,1089.0,403.0,159.0,44,46.0,9976.0,9266.0
424,,,남자,23899.0,1478.0,1010.0,1174,1671.0,1374.0,1152.0,881,405.0,98.0,35.0,15,18.0,5333.0,3978.0
425,,,여자,23171.0,1188.0,835.0,1030,1590.0,1574.0,1377.0,1167,684.0,305.0,124.0,29,28.0,4643.0,5288.0
426,,속초시,합계,81793.0,5040.0,3922.0,4367,5379.0,3612.0,3450.0,2731,1637.0,902.0,336.0,58,26.0,18708.0,12752.0
427,,,남자,40288.0,2800.0,2180.0,2301,2675.0,1649.0,1491.0,1121,552.0,198.0,95.0,23,10.0,9956.0,5139.0
428,,,여자,41505.0,2240.0,1742.0,2066,2704.0,1963.0,1959.0,1610,1085.0,704.0,241.0,35,16.0,8752.0,7613.0
429,,삼척시,합계,69599.0,5718.0,2978.0,3128,3999.0,3949.0,3720.0,3300,2163.0,1018.0,361.0,60,39.0,15823.0,14610.0
430,,,남자,35253.0,3073.0,1765.0,1731,2139.0,1913.0,1620.0,1275,732.0,260.0,71.0,10,11.0,8708.0,5892.0
431,,,여자,34346.0,2645.0,1213.0,1397,1860.0,2036.0,2100.0,2025,1431.0,758.0,290.0,50,28.0,7115.0,8718.0
432,,홍천군,합계,70076.0,3740.0,3316.0,3334,3768.0,3705.0,3765.0,3717,2250.0,999.0,370.0,86,41.0,14158.0,14933.0
433,,,남자,35738.0,2122.0,1934.0,1857,1987.0,1869.0,1746.0,1635,775.0,276.0,116.0,21,12.0,7900.0,6450.0
434,,,여자,34338.0,1618.0,1382.0,1477,1781.0,1836.0,2019.0,2082,1475.0,723.0,254.0,65,29.0,6258.0,8483.0
435,,횡성군,합계,45991.0,2438.0,1822.0,1926,2115.0,2819.0,2805.0,2790,1669.0,841.0,303.0,77,19.0,8301.0,11323.0
436,,,남자,23398.0,1327.0,1001.0,1035,1149.0,1454.0,1320.0,1252,576.0,239.0,80.0,14,6.0,4512.0,4941.0
437,,,여자,22593.0,1111.0,821.0,891,966.0,1365.0,1485.0,1538,1093.0,602.0,223.0,63,13.0,3789.0,6382.0
438,,영월군,합계,40073.0,2179.0,1535.0,1590,1855.0,2645.0,2579.0,2413,1364.0,608.0,206.0,57,43.0,7159.0,9915.0
439,,,남자,20652.0,1243.0,888.0,904,990.0,1287.0,1163.0,1024,475.0,169.0,66.0,16,15.0,4025.0,4215.0
440,,,여자,19421.0,936.0,647.0,686,865.0,1358.0,1416.0,1389,889.0,439.0,140.0,41,28.0,3134.0,5700.0
441,,평창군,합계,43318.0,2117.0,1723.0,1820,2302.0,2583.0,2533.0,2477,1308.0,569.0,261.0,78,28.0,7962.0,9837.0
442,,,남자,22126.0,1207.0,962.0,998,1210.0,1260.0,1172.0,1071,458.0,146.0,82.0,26,8.0,4377.0,4223.0
443,,,여자,21192.0,910.0,761.0,822,1092.0,1323.0,1361.0,1406,850.0,423.0,179.0,52,20.0,3585.0,5614.0
444,,정선군,합계,38718.0,1731.0,1601.0,1822,2281.0,2488.0,2484.0,2069,1159.0,499.0,226.0,47,36.0,7435.0,9008.0
445,,,남자,19975.0,969.0,866.0,1007,1296.0,1183.0,1174.0,875,389.0,120.0,59.0,16,15.0,4138.0,3831.0
446,,,여자,18743.0,762.0,735.0,815,985.0,1305.0,1310.0,1194,770.0,379.0,167.0,31,21.0,3297.0,5177.0
447,,철원군,합계,48013.0,3817.0,3318.0,2619,2878.0,2322.0,2630.0,2217,1078.0,579.0,190.0,63,33.0,12632.0,9112.0
448,,,남자,25429.0,2692.0,2245.0,1497,1484.0,1080.0,1183.0,924,376.0,162.0,54.0,17,8.0,7918.0,3804.0
449,,,여자,22584.0,1125.0,1073.0,1122,1394.0,1242.0,1447.0,1293,702.0,417.0,136.0,46,25.0,4714.0,5308.0
450,,화천군,합계,26264.0,2556.0,2343.0,1691,1450.0,1066.0,1316.0,1291,637.0,332.0,117.0,33,14.0,8040.0,4806.0
451,,,남자,14554.0,1914.0,1683.0,989,811.0,484.0,621.0,506,228.0,97.0,43.0,6,6.0,5397.0,1991.0
452,,,여자,11710.0,642.0,660.0,702,639.0,582.0,695.0,785,409.0,235.0,74.0,27,8.0,2643.0,2815.0
453,,양구군,합계,24010.0,2155.0,1865.0,1466,1363.0,947.0,1154.0,1000,574.0,294.0,100.0,28,11.0,6849.0,4108.0
454,,,남자,12918.0,1573.0,1254.0,810,731.0,418.0,521.0,394,196.0,79.0,29.0,10,3.0,4368.0,1650.0
455,,,여자,11092.0,582.0,611.0,656,632.0,529.0,633.0,606,378.0,215.0,71.0,18,8.0,2481.0,2458.0
456,,인제군,합계,32720.0,2280.0,2289.0,2161,2231.0,1347.0,1516.0,1397,760.0,375.0,154.0,45,8.0,8961.0,5602.0
457,,,남자,17677.0,1524.0,1545.0,1240,1203.0,659.0,735.0,600,251.0,98.0,50.0,17,3.0,5512.0,2413.0
458,,,여자,15043.0,756.0,744.0,921,1028.0,688.0,781.0,797,509.0,277.0,104.0,28,5.0,3449.0,3189.0
459,,고성군,합계,30114.0,2602.0,1867.0,1268,1286.0,1761.0,1962.0,1714,910.0,517.0,220.0,57,10.0,7023.0,7151.0
460,,,남자,15899.0,1781.0,1271.0,744,698.0,838.0,848.0,704,315.0,124.0,59.0,10,2.0,4494.0,2900.0
461,,,여자,14215.0,821.0,596.0,524,588.0,923.0,1114.0,1010,595.0,393.0,161.0,47,8.0,2529.0,4251.0
462,,양양군,합계,27218.0,1357.0,1183.0,1131,1416.0,1794.0,1982.0,1598,902.0,440.0,205.0,46,14.0,5087.0,6981.0
463,,,남자,13838.0,827.0,693.0,635,761.0,879.0,901.0,699,331.0,130.0,39.0,6,3.0,2916.0,2988.0
464,,,여자,13380.0,530.0,490.0,496,655.0,915.0,1081.0,899,571.0,310.0,166.0,40,11.0,2171.0,3993.0
466,,,남자,803240.0,59054.0,49346.0,52681,58358.0,33096.0,26962.0,21907,12507.0,4100.0,1251.0,236,125.0,219439.0,100184.0
467,,,여자,788385.0,48657.0,41077.0,47426,54125.0,34740.0,33356.0,31892,23786.0,11495.0,3910.0,981,346.0,191285.0,140506.0
468,,청주시,합계,835197.0,61910.0,54957.0,60815,66355.0,28194.0,23144.0,19105,12887.0,5707.0,1898.0,456,162.0,244037.0,91553.0
469,,,남자,419323.0,33439.0,29540.0,31378,33961.0,13603.0,10339.0,7636,4367.0,1409.0,407.0,77,44.0,128318.0,37882.0
470,,,여자,415874.0,28471.0,25417.0,29437,32394.0,14591.0,12805.0,11469,8520.0,4298.0,1491.0,379,118.0,115719.0,53671.0
471,,상당구,합계,173701.0,12978.0,9622.0,9874,11956.0,6916.0,5958.0,5087,3416.0,1536.0,495.0,121,47.0,44430.0,23576.0
472,,,남자,86804.0,7133.0,5129.0,5101,5996.0,3342.0,2624.0,2047,1162.0,411.0,108.0,23,10.0,23359.0,9727.0
473,,,여자,86897.0,5845.0,4493.0,4773,5960.0,3574.0,3334.0,3040,2254.0,1125.0,387.0,98,37.0,21071.0,13849.0
474,,서원구,합계,217120.0,16868.0,13699.0,14274,16137.0,7570.0,6072.0,4998,3350.0,1487.0,550.0,120,40.0,60978.0,24187.0
475,,,남자,107866.0,9212.0,7301.0,7224,8073.0,3587.0,2728.0,2015,1143.0,336.0,110.0,19,12.0,31810.0,9950.0
476,,,여자,109254.0,7656.0,6398.0,7050,8064.0,3983.0,3344.0,2983,2207.0,1151.0,440.0,101,28.0,29168.0,14237.0
477,,흥덕구,합계,253563.0,19702.0,18714.0,19612,20580.0,7635.0,5896.0,4668,3215.0,1417.0,479.0,114,35.0,78608.0,23459.0
478,,,남자,127647.0,10421.0,9993.0,10053,10466.0,3743.0,2657.0,1824,1093.0,332.0,109.0,23,7.0,40933.0,9788.0
479,,,여자,125916.0,9281.0,8721.0,9559,10114.0,3892.0,3239.0,2844,2122.0,1085.0,370.0,91,28.0,37675.0,13671.0
480,,청원구,합계,190813.0,12362.0,12922.0,17055,17682.0,6073.0,5218.0,4352,2906.0,1267.0,374.0,101,40.0,60021.0,20331.0
481,,,남자,97006.0,6673.0,7117.0,9000,9426.0,2931.0,2330.0,1750,969.0,330.0,80.0,12,15.0,32216.0,8417.0
482,,,여자,93807.0,5689.0,5805.0,8055,8256.0,3142.0,2888.0,2602,1937.0,937.0,294.0,89,25.0,27805.0,11914.0
483,,충주시,합계,208350.0,13631.0,10814.0,11541,13371.0,9287.0,8894.0,8229,5319.0,2113.0,719.0,166,63.0,49357.0,34790.0
484,,,남자,104877.0,7587.0,6032.0,6118,6863.0,4418.0,3999.0,3368,1803.0,563.0,212.0,31,13.0,26600.0,14407.0
485,,,여자,103473.0,6044.0,4782.0,5423,6508.0,4869.0,4895.0,4861,3516.0,1550.0,507.0,135,50.0,22757.0,20383.0
486,,제천시,합계,136517.0,9448.0,6428.0,6903,8063.0,6793.0,6354.0,5570,3325.0,1411.0,482.0,135,61.0,30842.0,24131.0
487,,,남자,68444.0,5258.0,3466.0,3656,4183.0,3278.0,2902.0,2296,1214.0,385.0,105.0,27,20.0,16563.0,10227.0
488,,,여자,68073.0,4190.0,2962.0,3247,3880.0,3515.0,3452.0,3274,2111.0,1026.0,377.0,108,41.0,14279.0,13904.0
489,,보은군,합계,34221.0,1643.0,1223.0,1318,1411.0,2424.0,2295.0,2475,1825.0,835.0,274.0,39,20.0,5595.0,10187.0
490,,,남자,17093.0,917.0,665.0,728,787.0,1217.0,994.0,978,647.0,240.0,82.0,5,2.0,3097.0,4165.0
491,,,여자,17128.0,726.0,558.0,590,624.0,1207.0,1301.0,1497,1178.0,595.0,192.0,34,18.0,2498.0,6022.0
492,,옥천군,합계,52267.0,2833.0,1978.0,2213,2794.0,3559.0,3157.0,2876,2287.0,963.0,311.0,80,22.0,9818.0,13255.0
493,,,남자,26251.0,1579.0,1091.0,1177,1526.0,1817.0,1396.0,1171,796.0,263.0,74.0,12,4.0,5373.0,5533.0
494,,,여자,26016.0,1254.0,887.0,1036,1268.0,1742.0,1761.0,1705,1491.0,700.0,237.0,68,18.0,4445.0,7722.0
495,,영동군,합계,50552.0,3214.0,2074.0,1977,2321.0,3438.0,3373.0,3238,2280.0,991.0,330.0,68,32.0,9586.0,13750.0
496,,,남자,25248.0,1857.0,1203.0,1088,1221.0,1633.0,1428.0,1301,810.0,280.0,90.0,16,6.0,5369.0,5564.0
497,,,여자,25304.0,1357.0,871.0,889,1100.0,1805.0,1945.0,1937,1470.0,711.0,240.0,52,26.0,4217.0,8186.0
498,,증평군,합계,37308.0,2350.0,2111.0,2686,2938.0,1446.0,1398.0,1194,816.0,330.0,105.0,28,6.0,10085.0,5323.0
499,,,남자,19110.0,1282.0,1194.0,1509,1546.0,723.0,614.0,495,251.0,93.0,20.0,9,1.0,5531.0,2206.0
500,,,여자,18198.0,1068.0,917.0,1177,1392.0,723.0,784.0,699,565.0,237.0,85.0,19,5.0,4554.0,3117.0
501,,진천군,합계,69950.0,3994.0,3313.0,4370,5336.0,3005.0,2702.0,2650,1879.0,760.0,242.0,50,18.0,17013.0,11306.0
502,,,남자,36387.0,2223.0,1917.0,2410,2841.0,1523.0,1212.0,1110,638.0,188.0,42.0,13,5.0,9391.0,4731.0
503,,,여자,33563.0,1771.0,1396.0,1960,2495.0,1482.0,1490.0,1540,1241.0,572.0,200.0,37,13.0,7622.0,6575.0
504,,괴산군,합계,38973.0,1797.0,1476.0,1422,1637.0,2983.0,2793.0,2798,1858.0,809.0,264.0,62,25.0,6332.0,11592.0
505,,,남자,19773.0,1032.0,842.0,821,911.0,1539.0,1229.0,1179,648.0,215.0,62.0,13,5.0,3606.0,4890.0
506,,,여자,19200.0,765.0,634.0,601,726.0,1444.0,1564.0,1619,1210.0,594.0,202.0,49,20.0,2726.0,6702.0
507,,음성군,합계,97787.0,5421.0,4920.0,5699,6823.0,4552.0,4236.0,3789,2643.0,1178.0,378.0,86,44.0,22863.0,16906.0
508,,,남자,51372.0,3047.0,2748.0,3164,3725.0,2310.0,2013.0,1580,913.0,329.0,112.0,26,18.0,12684.0,7301.0
509,,,여자,46415.0,2374.0,2172.0,2535,3098.0,2242.0,2223.0,2209,1730.0,849.0,266.0,60,26.0,10179.0,9605.0
510,,단양군,합계,30503.0,1470.0,1129.0,1163,1434.0,2155.0,1972.0,1875,1174.0,498.0,158.0,47,18.0,5196.0,7897.0
511,,,남자,15362.0,833.0,648.0,632,794.0,1035.0,836.0,793,420.0,135.0,45.0,7,7.0,2907.0,3278.0
512,,,여자,15141.0,637.0,481.0,531,640.0,1120.0,1136.0,1082,754.0,363.0,113.0,40,11.0,2289.0,4619.0
514,,,남자,1064765.0,69695.0,63325.0,73471,84060.0,48507.0,36798.0,31047,20592.0,7165.0,1942.0,396,159.0,290551.0,146606.0
515,,,여자,1031962.0,59862.0,53416.0,63620,73384.0,50940.0,45151.0,45813,36019.0,17310.0,6181.0,1509,579.0,250282.0,203502.0
516,,천안시,합계,617955.0,46334.0,43424.0,50824,54152.0,18017.0,13804.0,11827,8026.0,3621.0,1261.0,301,144.0,194734.0,57001.0
517,,,남자,314122.0,23648.0,22403.0,26796,28699.0,8760.0,6206.0,4788,2817.0,1018.0,313.0,71,35.0,101546.0,24008.0
518,,,여자,303833.0,22686.0,21021.0,24028,25453.0,9257.0,7598.0,7039,5209.0,2603.0,948.0,230,109.0,93188.0,32993.0
519,,동남구,합계,258919.0,18640.0,15864.0,17579,21162.0,9478.0,7225.0,6231,4349.0,1978.0,691.0,166,69.0,73245.0,30187.0
520,,,남자,131135.0,9740.0,8284.0,9105,10894.0,4691.0,3283.0,2552,1545.0,559.0,174.0,38,16.0,38023.0,12858.0
521,,,여자,127784.0,8900.0,7580.0,8474,10268.0,4787.0,3942.0,3679,2804.0,1419.0,517.0,128,53.0,35222.0,17329.0
522,,서북구,합계,359036.0,27694.0,27560.0,33245,32990.0,8539.0,6579.0,5596,3677.0,1643.0,570.0,135,75.0,121489.0,26814.0
523,,,남자,182987.0,13908.0,14119.0,17691,17805.0,4069.0,2923.0,2236,1272.0,459.0,139.0,33,19.0,63523.0,11150.0
524,,,여자,176049.0,13786.0,13441.0,15554,15185.0,4470.0,3656.0,3360,2405.0,1184.0,431.0,102,56.0,57966.0,15664.0
525,,공주시,합계,109931.0,7250.0,5508.0,5290,6147.0,6586.0,5598.0,5428,4005.0,1848.0,555.0,157,36.0,24195.0,24213.0
526,,,남자,55221.0,3970.0,3123.0,2900,3235.0,3338.0,2466.0,2213,1475.0,557.0,140.0,36,10.0,13228.0,10235.0
527,,,여자,54710.0,3280.0,2385.0,2390,2912.0,3248.0,3132.0,3215,2530.0,1291.0,415.0,121,26.0,10967.0,13978.0
528,,보령시,합계,103873.0,5763.0,4644.0,5180,6317.0,6815.0,5405.0,5009,3511.0,1552.0,505.0,127,44.0,21904.0,22968.0
529,,,남자,52521.0,3363.0,2627.0,2867,3457.0,3251.0,2427.0,2047,1273.0,437.0,114.0,20,10.0,12314.0,9579.0
530,,,여자,51352.0,2400.0,2017.0,2313,2860.0,3564.0,2978.0,2962,2238.0,1115.0,391.0,107,34.0,9590.0,13389.0
531,,아산시,합계,302929.0,17447.0,18017.0,24795,29680.0,10292.0,8551.0,7606,5383.0,2229.0,711.0,210,85.0,89939.0,35067.0
532,,,남자,155692.0,9253.0,9333.0,12946,16111.0,4902.0,3742.0,3126,1939.0,632.0,173.0,41,26.0,47643.0,14581.0
533,,,여자,147237.0,8194.0,8684.0,11849,13569.0,5390.0,4809.0,4480,3444.0,1597.0,538.0,169,59.0,42296.0,20486.0
534,,서산시,합계,170788.0,9937.0,9205.0,10739,13015.0,8032.0,6618.0,5887,4624.0,1918.0,742.0,151,58.0,42896.0,28030.0
535,,,남자,87770.0,5633.0,5402.0,5859,6806.0,3973.0,3086.0,2435,1650.0,506.0,159.0,29,2.0,23700.0,11840.0
536,,,여자,83018.0,4304.0,3803.0,4880,6209.0,4059.0,3532.0,3452,2974.0,1412.0,583.0,122,56.0,19196.0,16190.0
537,,논산시,합계,123213.0,7318.0,5809.0,5926,6958.0,7607.0,6378.0,6369,4707.0,2105.0,666.0,153,72.0,26011.0,28057.0
538,,,남자,61724.0,3998.0,3306.0,3173,3634.0,3693.0,2806.0,2484,1714.0,648.0,190.0,42,16.0,14111.0,11593.0
539,,,여자,61489.0,3320.0,2503.0,2753,3324.0,3914.0,3572.0,3885,2993.0,1457.0,476.0,111,56.0,11900.0,16464.0
540,,계룡시,합계,42634.0,2916.0,1834.0,2207,3360.0,1176.0,866.0,781,611.0,277.0,105.0,24,7.0,10317.0,3847.0
541,,,남자,21148.0,1577.0,1020.0,1073,1576.0,586.0,379.0,281,191.0,72.0,22.0,6,0.0,5246.0,1537.0
542,,,여자,21486.0,1339.0,814.0,1134,1784.0,590.0,487.0,500,420.0,205.0,83.0,18,7.0,5071.0,2310.0
543,,당진시,합계,166630.0,8639.0,9469.0,12309,13909.0,7891.0,6281.0,6082,4460.0,1874.0,626.0,176,55.0,44326.0,27445.0
544,,,남자,87388.0,4811.0,5558.0,6972,7629.0,3904.0,2930.0,2523,1644.0,566.0,155.0,31,12.0,24970.0,11765.0
545,,,여자,79242.0,3828.0,3911.0,5337,6280.0,3987.0,3351.0,3559,2816.0,1308.0,471.0,145,43.0,19356.0,15680.0
546,,금산군,합계,54612.0,2648.0,2171.0,2225,2858.0,3839.0,3477.0,3397,2494.0,987.0,324.0,60,28.0,9902.0,14606.0
547,,,남자,27558.0,1486.0,1214.0,1216,1532.0,1896.0,1551.0,1304,883.0,281.0,78.0,11,8.0,5448.0,6012.0
548,,,여자,27054.0,1162.0,957.0,1009,1326.0,1943.0,1926.0,2093,1611.0,706.0,246.0,49,20.0,4454.0,8594.0
549,,부여군,합계,70187.0,3807.0,2703.0,2618,3042.0,5273.0,4628.0,4766,3668.0,1697.0,582.0,111,47.0,12170.0,20772.0
550,,,남자,34837.0,2184.0,1513.0,1435,1690.0,2538.0,2099.0,1911,1349.0,527.0,128.0,16,7.0,6822.0,8575.0
551,,,여자,35350.0,1623.0,1190.0,1183,1352.0,2735.0,2529.0,2855,2319.0,1170.0,454.0,95,40.0,5348.0,12197.0
552,,서천군,합계,56012.0,2720.0,2041.0,2045,2555.0,4626.0,3963.0,3947,3030.0,1437.0,447.0,97,37.0,9361.0,17584.0
553,,,남자,27539.0,1539.0,1137.0,1151,1392.0,2252.0,1720.0,1556,1156.0,417.0,95.0,20,5.0,5219.0,7221.0
554,,,여자,28473.0,1181.0,904.0,894,1163.0,2374.0,2243.0,2391,1874.0,1020.0,352.0,77,32.0,4142.0,10363.0
555,,청양군,합계,32753.0,1675.0,1304.0,1259,1379.0,2480.0,2220.0,2460,2032.0,834.0,243.0,40,20.0,5617.0,10329.0
556,,,남자,16389.0,948.0,758.0,723,778.0,1238.0,980.0,969,781.0,245.0,75.0,11,1.0,3207.0,4300.0
557,,,여자,16364.0,727.0,546.0,536,601.0,1242.0,1240.0,1491,1251.0,589.0,168.0,29,19.0,2410.0,6029.0
558,,홍성군,합계,99971.0,5491.0,4666.0,5404,6558.0,5840.0,4857.0,4698,3700.0,1530.0,542.0,102,46.0,22119.0,21315.0
559,,,남자,49769.0,2987.0,2528.0,2819,3357.0,2819.0,2163.0,1864,1379.0,502.0,124.0,23,15.0,11691.0,8889.0
560,,,여자,50202.0,2504.0,2138.0,2585,3201.0,3021.0,2694.0,2834,2321.0,1028.0,418.0,79,31.0,10428.0,12426.0
561,,예산군,합계,81339.0,4411.0,3392.0,3352,3960.0,5928.0,5045.0,5078,3811.0,1539.0,448.0,122,35.0,15115.0,22006.0
562,,,남자,40827.0,2444.0,1956.0,1878,2172.0,2859.0,2240.0,2092,1437.0,468.0,106.0,23,5.0,8450.0,9230.0
563,,,여자,40512.0,1967.0,1436.0,1474,1788.0,3069.0,2805.0,2986,2374.0,1071.0,342.0,99,30.0,6665.0,12776.0
564,,태안군,합계,63900.0,3201.0,2554.0,2918,3554.0,5045.0,4258.0,3525,2549.0,1027.0,366.0,74,24.0,12227.0,16868.0
565,,,남자,32260.0,1854.0,1447.0,1663,1992.0,2498.0,2003.0,1454,904.0,289.0,70.0,16,7.0,6956.0,7241.0
566,,,여자,31640.0,1347.0,1107.0,1255,1562.0,2547.0,2255.0,2071,1645.0,738.0,296.0,58,17.0,5271.0,9627.0
568,,,남자,927505.0,66827.0,50509.0,53252,63359.0,47933.0,36068.0,29015,17516.0,6542.0,1700.0,318,141.0,233947.0,139233.0
569,,,여자,937286.0,57840.0,44160.0,49429,59611.0,52011.0,46320.0,44553,33782.0,17479.0,5770.0,1499,556.0,211040.0,201970.0
570,,전주시,합계,651744.0,50245.0,38911.0,40893,47599.0,27596.0,20504.0,16165,10451.0,4836.0,1492.0,383,128.0,177648.0,81555.0
571,,,남자,321048.0,26442.0,20223.0,20548,23564.0,13041.0,9300.0,6726,3700.0,1369.0,312.0,48,26.0,90777.0,34522.0
572,,,여자,330696.0,23803.0,18688.0,20345,24035.0,14555.0,11204.0,9439,6751.0,3467.0,1180.0,335,102.0,86871.0,47033.0
573,,완산구,합계,361845.0,28422.0,21618.0,22309,25423.0,15447.0,11217.0,8845,5846.0,2819.0,851.0,238,61.0,97772.0,45324.0
574,,,남자,176778.0,14856.0,11183.0,11196,12509.0,7318.0,5056.0,3629,1991.0,769.0,169.0,34,14.0,49744.0,18980.0
575,,,여자,185067.0,13566.0,10435.0,11113,12914.0,8129.0,6161.0,5216,3855.0,2050.0,682.0,204,47.0,48028.0,26344.0
